Header,GeneID,Gene,Prediction,OTHER,SP,mTP,CS Position,CS,Prob
NP_892016,341947,COX8C,mTP,0.153025,0.037006,0.809969,CS pos: 28-29. PRF-AH. Pr: 0.4674,28,0.4674
NP_5523,3429,IFI27,OTHER,0.770233,0.016621,0.213146,,,
NP_1123552,3429,IFI27,OTHER,0.809164,0.010441,0.180395,,,
NP_1275888,3429,IFI27,SP,0.012203,0.67133,0.316467,CS pos: 21-22. ASS-SI. Pr: 0.2379,21,0.2379
NP_1275887,3429,IFI27,OTHER,0.770233,0.016621,0.213146,,,
NP_1275886,3429,IFI27,OTHER,0.770233,0.016621,0.213146,,,
NP_1275885,3429,IFI27,OTHER,0.809164,0.010441,0.180395,,,
NP_1275883,3429,IFI27,OTHER,0.770233,0.016621,0.213146,,,
NP_1275881,3429,IFI27,OTHER,0.809164,0.010441,0.180395,,,
NP_1275924,3429,IFI27,OTHER,0.770233,0.016621,0.213146,,,
NP_1275889,3429,IFI27,SP,0.020551,0.515745,0.463704,CS pos: 19-20. SIA-AK. Pr: 0.3710,19,0.371
NP_57501,51218,GLRX5,mTP,0.074706,0.000439,0.924855,CS pos: 32-33. RAA-GS. Pr: 0.3544,32,0.3544
NP_1034444,123096,SLC25A29,OTHER,0.906022,0.084352,0.009626,,,
NP_115750,84334,COA8,mTP,0.135992,0.000516,0.863492,CS pos: 38-39. GCQ-LA. Pr: 0.1792,38,0.1792
NP_1120865,9556,ATP5MPL,OTHER,0.940176,0.00359,0.056235,,,
NP_4885,9556,ATP5MPL,OTHER,0.813028,0.024633,0.162339,,,
NP_1121188,2108,ETFA,OTHER,0.662,0.002773,0.335226,,,
NP_117,2108,ETFA,mTP,0.096158,0.043282,0.86056,CS pos: 19-20. LRF-QS. Pr: 0.3946,19,0.3946
NP_57097,51103,NDUFAF1,mTP,0.110282,0.000048,0.88967,CS pos: 32-33. IRF-AE. Pr: 0.4031,32,0.4031
NP_1939,1854,DUT,OTHER,0.999518,0.00007,0.000411,,,
NP_1020420,1854,DUT,OTHER,0.626074,0.000953,0.372973,,,
NP_1020419,1854,DUT,mTP,0.397767,0.02535,0.576883,CS pos: 69-70. CRG-AS. Pr: 0.4017,69,0.4017
NP_2216,3712,IVD,mTP,0.051076,0.000701,0.948223,CS pos: 33-34. RAH-SL. Pr: 0.4729,33,0.4729
NP_1152980,3712,IVD,mTP,0.032224,0.001936,0.96584,CS pos: 33-34. RAH-SL. Pr: 0.4808,33,0.4808
NP_60615,55177,RMDN3,OTHER,0.94494,0.01073,0.04433,,,
NP_66270,1159,CKMT1B,mTP,0.074981,0.144667,0.780353,CS pos: 39-40. VRA-AS. Pr: 0.4226,39,0.4226
NP_1015001,548596,CKMT1A,mTP,0.074981,0.144667,0.780353,CS pos: 39-40. VRA-AS. Pr: 0.4226,39,0.4226
NP_922946,84419,C15orf48,OTHER,0.60234,0.299085,0.098576,,,
NP_1473,2628,GATM,mTP,0.003028,0.000003,0.996968,CS pos: 36-37. RTF-QS. Pr: 0.5085,36,0.5085
NP_115789,84419,C15orf48,OTHER,0.60234,0.299085,0.098576,,,
NP_67022,58472,SQOR,mTP,0.12316,0.027726,0.849115,CS pos: 38-39. ASH-AA. Pr: 0.1633,38,0.1633
NP_1258142,58472,SQOR,mTP,0.12316,0.027726,0.849115,CS pos: 38-39. ASH-AA. Pr: 0.1633,38,0.1633
NP_65129,10017,BCL2L10,OTHER,0.999861,0.000095,0.000044,,,
NP_149972,92483,LDHAL6B,mTP,0.099291,0.009229,0.89148,CS pos: 50-51. SKM-AT. Pr: 0.5401,50,0.5401
NP_1275514,114294,LACTB,mTP,0.167522,0.036942,0.795536,CS pos: 26-27. RRG-VH. Pr: 0.3853,26,0.3853
NP_116246,114294,LACTB,mTP,0.167522,0.036942,0.795536,CS pos: 26-27. RRG-VH. Pr: 0.3853,26,0.3853
NP_741982,114294,LACTB,mTP,0.167522,0.036942,0.795536,CS pos: 26-27. RRG-VH. Pr: 0.3853,26,0.3853
NP_1273426,80119,PIF1,OTHER,0.999604,0.000087,0.000309,,,
NP_79325,80119,PIF1,OTHER,0.999604,0.000087,0.000309,,,
NP_1273428,80119,PIF1,OTHER,0.636736,0.000284,0.36298,,,
NP_1273425,80119,PIF1,OTHER,0.999604,0.000087,0.000309,,,
NP_640335,123263,MTFMT,mTP,0.39988,0.000145,0.599975,CS pos: 29-30. RAL-AR. Pr: 0.1750,29,0.175
NP_6651,10845,CLPX,OTHER,0.630498,0.033453,0.336049,,,
NP_1137408,145853,C15orf61,mTP,0.376292,0.071168,0.55254,CS pos: 20-21. RPW-AS. Pr: 0.1032,20,0.1032
NP_1093243,1583,CYP11A1,OTHER,0.999204,0.000311,0.000486,,,
NP_772,1583,CYP11A1,mTP,0.089578,0.001266,0.909156,CS pos: 39-40. GAG-IS. Pr: 0.3874,39,0.3874
NP_4246,9377,COX5A,mTP,0.000172,0,0.999827,CS pos: 41-42. RCY-SH. Pr: 0.9314,41,0.9314
NP_5521,3419,IDH3A,mTP,0.158926,0.001364,0.83971,CS pos: 27-28. RGF-TG. Pr: 0.5913,27,0.5913
NP_1186687,10588,MTHFS,OTHER,0.999277,0.00006,0.000663,,,
NP_6432,10588,MTHFS,OTHER,0.952547,0.000267,0.047186,,,
NP_1108207,597,BCL2A1,OTHER,0.999105,0.000236,0.000659,,,
NP_4040,597,BCL2A1,OTHER,0.999099,0.000279,0.000622,,,
NP_789775,64963,MRPS11,mTP,0.173191,0.000324,0.826485,CS pos: 40-41. RQL-QD. Pr: 0.4112,40,0.4112
NP_73750,64963,MRPS11,mTP,0.10062,0.000215,0.899165,CS pos: 40-41. RQL-QD. Pr: 0.4084,40,0.4084
NP_71446,26589,MRPL46,mTP,0.20596,0.001963,0.792077,CS pos: 53-54. LCL-QR. Pr: 0.1840,53,0.184
NP_2684,5428,POLG,OTHER,0.681762,0.000392,0.317846,,,
NP_1119603,5428,POLG,OTHER,0.681762,0.000392,0.317846,,,
NP_2159,3418,IDH2,mTP,0.039101,0.000092,0.960807,CS pos: 39-40. RHY-AD. Pr: 0.5834,39,0.5834
NP_1276839,3418,IDH2,OTHER,0.999871,0.000076,0.000053,,,
NP_1028260,51335,NGRN,mTP,0.016398,0.004744,0.978858,CS pos: 22-23. CGF-AT. Pr: 0.3390,22,0.339
NP_2519,4913,NTHL1,OTHER,0.60739,0.000162,0.392448,,,
NP_65737,18,ABAT,mTP,0.014081,0.0001,0.985819,CS pos: 28-29. RHI-SQ. Pr: 0.5917,28,0.5917
NP_872423,348158,ACSM2B,mTP,0.23061,0.01286,0.75653,CS pos: 30-31. RQL-VS. Pr: 0.2959,30,0.2959
NP_1098539,348158,ACSM2B,mTP,0.23061,0.01286,0.75653,CS pos: 30-31. RQL-VS. Pr: 0.2959,30,0.2959
NP_60358,54988,ACSM5,mTP,0.059501,0.010095,0.930404,CS pos: 19-20. RAF-CG. Pr: 0.5649,19,0.5649
NP_4994,4706,NDUFAB1,mTP,0.017313,0.000153,0.982534,CS pos: 68-69. RQY-SD. Pr: 0.7421,68,0.7421
NP_597700,84706,GPT2,mTP,0.235103,0.000007,0.76489,CS pos: 24-25. RSQ-SS. Pr: 0.4154,24,0.4154
NP_1135938,84706,GPT2,OTHER,0.779197,0.199445,0.021358,,,
NP_85056,80777,CYB5B,OTHER,0.999937,0.000059,0.000004,,,
NP_1730,763,CA5A,mTP,0.175429,0.05077,0.773801,CS pos: 41-42. CAW-QT. Pr: 0.2203,41,0.2203
NP_1273368,4833,NME4,OTHER,0.980334,0.002323,0.017343,,,
NP_5000,4833,NME4,mTP,0.025942,0.00009,0.973968,CS pos: 28-29. VRH-GS. Pr: 0.3480,28,0.348
NP_1273369,4833,NME4,OTHER,0.980334,0.002323,0.017343,,,
NP_1273367,4833,NME4,OTHER,0.980334,0.002323,0.017343,,,
NP_6419,10573,MRPL28,mTP,0.403021,0.000147,0.596833,CS pos: 31-32. LRS-LE. Pr: 0.2580,31,0.258
NP_1273362,4833,NME4,mTP,0.023584,0.000114,0.976303,CS pos: 28-29. VRH-GS. Pr: 0.3590,28,0.359
NP_1273364,4833,NME4,mTP,0.032194,0.000065,0.967741,CS pos: 28-29. VRH-GS. Pr: 0.3491,28,0.3491
NP_1273365,4833,NME4,OTHER,0.980334,0.002323,0.017343,,,
NP_620124,89941,RHOT2,OTHER,0.981679,0.012621,0.0057,,,
NP_1258214,65990,ANTKMT,OTHER,0.999809,0.000096,0.000095,,,
NP_76422,65990,ANTKMT,OTHER,0.999734,0.000148,0.000118,,,
NP_612427,84331,MCRIP2,OTHER,0.994453,0.0001,0.005447,,,
NP_1258980,283951,C16orf91,mTP,0.188976,0.027555,0.78347,CS pos: 35-36. RDR-AH. Pr: 0.4022,35,0.4022
NP_2504,4832,NME3,SP,0.029061,0.962248,0.00869,CS pos: 19-20. CTG-AH. Pr: 0.5026,19,0.5026
NP_76425,65993,MRPS34,OTHER,0.989706,0.000186,0.010109,,,
NP_1135870,81889,FAHD1,OTHER,0.72272,0.001375,0.275905,,,
NP_112485,81889,FAHD1,OTHER,0.72272,0.001375,0.275905,,,
NP_1273178,3029,HAGH,mTP,0.093857,0.017519,0.888624,CS pos: 35-36. FCH-TD. Pr: 0.2488,35,0.2488
NP_5317,3029,HAGH,mTP,0.025136,0.014402,0.960463,CS pos: 35-36. FCH-TD. Pr: 0.2496,35,0.2496
NP_1035517,3029,HAGH,OTHER,0.99928,0.000711,0.000009,,,
NP_1018114,81889,FAHD1,OTHER,0.72272,0.001375,0.275905,,,
NP_5253,2671,GFER,OTHER,0.99864,0.001319,0.000041,,,
NP_4539,4716,NDUFB10,OTHER,0.999951,0.000011,0.000038,,,
NP_1171500,1632,ECI1,mTP,0.046178,0.001049,0.952773,CS pos: 42-43. RRF-GS. Pr: 0.3150,42,0.315
NP_1910,1632,ECI1,mTP,0.03541,0.00116,0.96343,CS pos: 42-43. RRF-GS. Pr: 0.3151,42,0.3151
NP_57376,10131,TRAP1,mTP,0.039109,0.000479,0.960412,CS pos: 59-60. RLF-ST. Pr: 0.8618,59,0.8618
NP_1258978,10131,TRAP1,mTP,0.115675,0.013983,0.870342,CS pos: 24-25. PAL-AA. Pr: 0.2567,24,0.2567
NP_57153,51025,PAM16,mTP,0.425106,0.13017,0.444724,CS pos: 33-34. SRA-AA. Pr: 0.1385,33,0.1385
NP_1128582,9093,DNAJA3,mTP,0.138893,0.11352,0.747586,CS pos: 83-84. ASF-HT. Pr: 0.2341,83,0.2341
NP_5138,9093,DNAJA3,mTP,0.138893,0.11352,0.747586,CS pos: 83-84. ASF-HT. Pr: 0.2341,83,0.2341
NP_1273445,9093,DNAJA3,OTHER,0.998962,0.001008,0.00003,,,
NP_56236,25880,TMEM186,mTP,0.162248,0.00027,0.837482,CS pos: 26-27. LWC-CS. Pr: 0.2405,26,0.2405
NP_1120920,18,ABAT,mTP,0.014081,0.0001,0.985819,CS pos: 28-29. RHI-SQ. Pr: 0.5917,28,0.5917
NP_654,18,ABAT,mTP,0.014081,0.0001,0.985819,CS pos: 28-29. RHI-SQ. Pr: 0.5917,28,0.5917
NP_1121895,255027,MPV17L,OTHER,0.667659,0.050246,0.282095,,,
NP_776164,255027,MPV17L,OTHER,0.66173,0.100866,0.237404,,,
NP_1177912,10229,COQ7,OTHER,0.999624,0.000208,0.000168,,,
NP_57222,10229,COQ7,mTP,0.319201,0.000063,0.680736,CS pos: 35-36. RFR-SS. Pr: 0.3063,35,0.3063
NP_1010845,123876,ACSM2A,mTP,0.230463,0.012789,0.756748,CS pos: 30-31. RQL-VS. Pr: 0.2958,30,0.2958
NP_443188,116285,ACSM1,mTP,0.164096,0.000287,0.835617,CS pos: 31-32. CRS-LS. Pr: 0.4565,31,0.4565
NP_5613,6296,ACSM3,mTP,0.011475,0.000335,0.98819,CS pos: 27-28. VRA-LH. Pr: 0.3307,27,0.3307
NP_973729,6296,ACSM3,mTP,0.011475,0.000335,0.98819,CS pos: 27-28. VRA-LH. Pr: 0.3307,27,0.3307
NP_65157,57149,LYRM1,OTHER,0.897145,0.002358,0.100497,,,
NP_1121774,57149,LYRM1,OTHER,0.897145,0.002358,0.100497,,,
NP_1121773,57149,LYRM1,OTHER,0.897145,0.002358,0.100497,,,
NP_3357,7385,UQCRC2,mTP,0.093554,0.003131,0.903315,CS pos: 14-15. RFY-SL. Pr: 0.6146,14,0.6146
NP_1077083,124454,EARS2,mTP,0.419536,0.000044,0.580419,CS pos: 26-27. RRE-AN. Pr: 0.1467,26,0.1467
NP_3312,7284,TUFM,mTP,0.022677,0.001529,0.975794,CS pos: 46-47. RGL-AV. Pr: 0.7076,46,0.7076
NP_1258855,10295,BCKDK,mTP,0.00752,0.001658,0.990822,CS pos: 30-31. RAR-ST. Pr: 0.4686,30,0.4686
NP_1116429,10295,BCKDK,mTP,0.00752,0.001658,0.990822,CS pos: 30-31. RAR-ST. Pr: 0.4686,30,0.4686
NP_5872,10295,BCKDK,mTP,0.00752,0.001658,0.990822,CS pos: 30-31. RAR-ST. Pr: 0.4686,30,0.4686
NP_5196,1339,COX6A2,mTP,0.077256,0.249869,0.672874,CS pos: 12-13. RGL-AS. Pr: 0.5458,12,0.5458
NP_64708,57017,COQ9,mTP,0.004539,0.00001,0.995451,CS pos: 45-46. GLR-SS. Pr: 0.3220,45,0.322
NP_2071,2806,GOT2,mTP,0.00966,0.013153,0.977187,CS pos: 29-30. ARA-SS. Pr: 0.6003,29,0.6003
NP_1273149,2806,GOT2,mTP,0.013319,0.020073,0.966608,CS pos: 29-30. ARA-SS. Pr: 0.5997,29,0.5997
NP_1166115,7084,TK2,mTP,0.053,0.000178,0.946821,CS pos: 37-38. QRR-AW. Pr: 0.2346,37,0.2346
NP_1258979,7084,TK2,OTHER,0.94626,0.002087,0.051653,,,
NP_1258864,7084,TK2,OTHER,0.999887,0.00002,0.000093,,,
NP_1258863,7084,TK2,OTHER,0.999892,0.000048,0.00006,,,
NP_1166116,7084,TK2,mTP,0.076352,0.00042,0.923228,CS pos: 37-38. QRR-AW. Pr: 0.2193,37,0.2193
NP_1166114,7084,TK2,OTHER,0.999959,0.000006,0.000035,,,
NP_4605,7084,TK2,mTP,0.066989,0.000471,0.932541,CS pos: 37-38. QRR-AW. Pr: 0.2191,37,0.2191
NP_65837,57546,PDP2,OTHER,0.803022,0.000234,0.196744,,,
NP_60850,55794,DDX28,mTP,0.237609,0.046817,0.715574,CS pos: 23-24. RRG-LT. Pr: 0.4412,23,0.4412
NP_60273,54920,DUS2,OTHER,0.832547,0.00638,0.161073,,,
NP_1258691,54920,DUS2,OTHER,0.832547,0.00638,0.161073,,,
NP_1258692,54920,DUS2,OTHER,0.852019,0.00503,0.142951,,,
NP_71736,64146,PDF,SP,0.007815,0.713692,0.278492,CS pos: 22-23. GGA-AA. Pr: 0.3824,22,0.3824
NP_60460,55066,PDPR,mTP,0.024989,0.000099,0.974912,CS pos: 27-28. ARN-ST. Pr: 0.5275,27,0.5275
NP_1352,1723,DHODH,OTHER,0.793075,0.173288,0.033637,,,
NP_705690,197257,LDHD,OTHER,0.609057,0.004832,0.386112,,,
NP_919417,197257,LDHD,OTHER,0.609057,0.004832,0.386112,,,
NP_5539,3735,KARS1,OTHER,0.999849,0.000075,0.000075,,,
NP_1123561,3735,KARS1,mTP,0.25068,0.000023,0.749296,CS pos: 35-36. APF-TA. Pr: 0.2521,35,0.2521
NP_64573,56942,CMC2,OTHER,0.999854,0.00008,0.000066,,,
NP_4474,2653,GCSH,mTP,0.031125,0.002707,0.966169,CS pos: 53-54. RKF-TE. Pr: 0.4091,53,0.4091
NP_36345,23417,MLYCD,mTP,0.433274,0.001455,0.565271,CS pos: 27-28. PRL-AS. Pr: 0.4162,27,0.4162
NP_1139523,83693,HSDL1,OTHER,0.998636,0.000885,0.000479,,,
NP_113651,83693,HSDL1,OTHER,0.998597,0.000765,0.000638,,,
NP_1852,1327,COX4I1,mTP,0.000823,0.000018,0.999159,CS pos: 22-23. CVR-AH. Pr: 0.6212,22,0.6212
NP_1230208,197322,ACSF3,mTP,0.069844,0.000645,0.929511,CS pos: 39-40. VAR-SD. Pr: 0.3468,39,0.3468
NP_1120686,197322,ACSF3,mTP,0.069844,0.000645,0.929511,CS pos: 39-40. VAR-SD. Pr: 0.3468,39,0.3468
NP_1271245,197322,ACSF3,OTHER,0.998395,0.000225,0.00138,,,
NP_777577,197322,ACSF3,mTP,0.069844,0.000645,0.929511,CS pos: 39-40. VAR-SD. Pr: 0.3468,39,0.3468
NP_3110,6687,SPG7,mTP,0.055817,0.001468,0.942715,CS pos: 43-44. RPY-MA. Pr: 0.3756,43,0.3756
NP_955399,6687,SPG7,mTP,0.055817,0.001468,0.942715,CS pos: 43-44. RPY-MA. Pr: 0.3756,43,0.3756
NP_1070148,201229,LYRM9,OTHER,0.506296,0.005383,0.488321,,,
NP_942133,31,ACACA,OTHER,0.999818,0.000057,0.000125,,,
NP_942135,31,ACACA,OTHER,0.99964,0.000031,0.000329,,,
NP_942134,31,ACACA,OTHER,0.999293,0.000114,0.000592,,,
NP_942131,31,ACACA,mTP,0.063624,0.00126,0.935116,CS pos: 34-35. AHF-GG. Pr: 0.2399,34,0.2399
NP_942136,31,ACACA,OTHER,0.999818,0.000057,0.000125,,,
NP_1294,1352,COX10,OTHER,0.833549,0.001555,0.164895,,,
NP_3867,8834,TMEM11,OTHER,0.986643,0.000692,0.012665,,,
NP_78959,79736,TEFM,mTP,0.44336,0.000902,0.555738,CS pos: 35-36. CRK-KS. Pr: 0.2048,35,0.2048
NP_1275687,55288,RHOT1,OTHER,0.999917,0.000081,0.000003,,,
NP_1275684,55288,RHOT1,OTHER,0.999663,0.000293,0.000044,,,
NP_1275683,55288,RHOT1,OTHER,0.995807,0.002453,0.00174,,,
NP_60777,55288,RHOT1,OTHER,0.995807,0.002453,0.00174,,,
NP_1028738,55288,RHOT1,OTHER,0.995807,0.002453,0.00174,,,
NP_1028739,55288,RHOT1,OTHER,0.999917,0.000081,0.000003,,,
NP_1028740,55288,RHOT1,OTHER,0.995807,0.002453,0.00174,,,
NP_1157207,80179,MYO19,OTHER,0.999854,0.000097,0.000048,,,
NP_79385,80179,MYO19,OTHER,0.999854,0.000097,0.000048,,,
NP_68758,60681,FKBP10,SP,0.009449,0.987871,0.00268,CS pos: 32-33. GLG-RA. Pr: 0.3930,32,0.393
NP_1122103,79877,DCAKD,OTHER,0.949882,0.01918,0.030938,,,
NP_79095,79877,DCAKD,OTHER,0.949882,0.01918,0.030938,,,
NP_1275584,79877,DCAKD,OTHER,0.949882,0.01918,0.030938,,,
NP_1275583,79877,DCAKD,OTHER,0.949882,0.01918,0.030938,,,
NP_73738,64847,SPATA20,mTP,0.022766,0.006493,0.970742,CS pos: 43-44. SRG-SS. Pr: 0.2015,43,0.2015
NP_1245302,64847,SPATA20,OTHER,0.999911,0.000033,0.000056,,,
NP_1245301,64847,SPATA20,mTP,0.024017,0.010878,0.965105,CS pos: 27-28. RRG-SS. Pr: 0.3132,27,0.3132
NP_1229832,8165,AKAP1,OTHER,0.51282,0.47133,0.01585,,,
NP_1229831,8165,AKAP1,OTHER,0.51282,0.47133,0.01585,,,
NP_3479,8165,AKAP1,OTHER,0.51282,0.47133,0.01585,,,
NP_525022,10350,ABCA9,OTHER,0.951594,0.047334,0.001072,,,
NP_1119594,60386,SLC25A19,OTHER,0.999185,0.000481,0.000334,,,
NP_68380,60386,SLC25A19,OTHER,0.999185,0.000481,0.000334,,,
NP_1119593,60386,SLC25A19,OTHER,0.999185,0.000481,0.000334,,,
NP_77733,9489,PGS1,mTP,0.420889,0.040166,0.538945,CS pos: 100-101. RVL-SS. Pr: 0.1137,100,0.1137
NP_60616,55178,MRM3,mTP,0.376438,0.000546,0.623016,CS pos: 32-33. VRA-LR. Pr: 0.1190,32,0.119
NP_57164,51031,GLOD4,OTHER,0.701584,0.00064,0.297776,,,
NP_37469,29928,TIMM22,OTHER,0.999777,0.000206,0.000018,,,
NP_1158890,8402,SLC25A11,OTHER,0.987206,0.003396,0.009398,,,
NP_1158889,8402,SLC25A11,OTHER,0.999327,0.00035,0.000323,,,
NP_3553,8402,SLC25A11,OTHER,0.992247,0.002411,0.005342,,,
NP_1203,708,C1QBP,mTP,0.06776,0.000749,0.931491,CS pos: 73-74. CGS-LH. Pr: 0.2833,73,0.2833
NP_1257377,37,ACADVL,OTHER,0.999741,0.00018,0.00008,,,
NP_9,37,ACADVL,mTP,0.013671,0.000022,0.986307,CS pos: 40-41. RPY-AG. Pr: 0.8184,40,0.8184
NP_1257376,37,ACADVL,OTHER,0.735293,0.001407,0.2633,,,
NP_1029031,37,ACADVL,mTP,0.007988,0.000122,0.99189,CS pos: 40-41. RPY-AG. Pr: 0.8675,40,0.8675
NP_1188505,57048,PLSCR3,OTHER,0.999671,0.000328,0.000001,,,
NP_65093,57048,PLSCR3,OTHER,0.999671,0.000328,0.000001,,,
NP_958928,399512,SLC25A35,SP,0.221798,0.770947,0.007255,CS pos: 17-18. VFT-NP. Pr: 0.6400,17,0.64
NP_4580,6341,SCO1,mTP,0.364375,0.000279,0.635346,CS pos: 67-68. RPL-ST. Pr: 0.2732,67,0.2732
NP_1159434,60528,ELAC2,mTP,0.116736,0.00455,0.878714,CS pos: 21-22. GRT-IS. Pr: 0.1611,21,0.1611
NP_60597,60528,ELAC2,mTP,0.131427,0.00479,0.863783,CS pos: 21-22. GRT-IS. Pr: 0.1610,21,0.161
NP_776065,60528,ELAC2,mTP,0.131427,0.00479,0.863783,CS pos: 21-22. GRT-IS. Pr: 0.1610,21,0.161
NP_60245,54902,TTC19,mTP,0.091563,0.017902,0.890535,CS pos: 66-67. AWF-SR. Pr: 0.4448,66,0.4448
NP_1258349,54902,TTC19,OTHER,0.999959,0.00003,0.000011,,,
NP_849158,201164,PLD6,SP,0.409916,0.550068,0.040016,CS pos: 22-23. LEA-LP. Pr: 0.6932,22,0.6932
NP_64586,56953,NT5M,mTP,0.117463,0.002769,0.879768,CS pos: 23-24. RRG-AA. Pr: 0.2670,23,0.267
NP_663729,91647,ATPAF2,mTP,0.347957,0.000163,0.65188,CS pos: 40-41. RAY-AP. Pr: 0.3248,40,0.3248
NP_4609,7156,TOP3A,OTHER,0.818801,0.000676,0.180523,,,
NP_631901,125170,MIEF2,OTHER,0.998983,0.000583,0.000434,,,
NP_683684,125170,MIEF2,OTHER,0.999704,0.000154,0.000142,,,
NP_1138372,125170,MIEF2,OTHER,0.998686,0.000816,0.000498,,,
NP_373,224,ALDH3A2,OTHER,0.962494,0.002646,0.03486,,,
NP_1026976,224,ALDH3A2,OTHER,0.962494,0.002646,0.03486,,,
NP_9133,11216,AKAP10,OTHER,0.999492,0.000107,0.000402,,,
NP_56325,25979,DHRS7B,OTHER,0.953537,0.036053,0.010409,,,
NP_56399,26073,POLDIP2,mTP,0.001752,0.000009,0.998239,CS pos: 50-51. RRH-LS. Pr: 0.3906,50,0.3906
NP_5693,26284,ERAL1,mTP,0.430398,0.003936,0.565666,CS pos: 76-77. LGF-SQ. Pr: 0.1147,76,0.1147
NP_2302,3980,LIG3,OTHER,0.847437,0.00269,0.149873,,,
NP_39269,3980,LIG3,OTHER,0.847437,0.00269,0.149873,,,
NP_79140,79922,MRM1,mTP,0.100572,0.000063,0.899365,CS pos: 26-27. ARH-GE. Pr: 0.5570,26,0.557
NP_1028752,80179,MYO19,OTHER,0.999854,0.000097,0.000048,,,
NP_115727,84311,MRPL45,mTP,0.107689,0.023849,0.868462,CS pos: 37-38. VRT-KK. Pr: 0.2525,37,0.2525
NP_1265208,84311,MRPL45,mTP,0.105312,0.018018,0.87667,CS pos: 37-38. VRT-KK. Pr: 0.2524,37,0.2524
NP_1129970,284106,CISD3,OTHER,0.608801,0.019573,0.371626,,,
NP_942127,47,ACLY,OTHER,0.997418,0.000367,0.002215,,,
NP_1087,47,ACLY,OTHER,0.997418,0.000367,0.002215,,,
NP_1035997,80347,COASY,OTHER,0.76054,0.069655,0.169805,,,
NP_1035994,80347,COASY,mTP,0.102409,0.329598,0.567993,CS pos: 32-33. ARL-VN. Pr: 0.2993,32,0.2993
NP_79509,80347,COASY,mTP,0.102409,0.329598,0.567993,CS pos: 32-33. ARL-VN. Pr: 0.2993,32,0.2993
NP_1035521,28958,COA3,OTHER,0.999918,0.000063,0.000019,,,
NP_114064,4077,NBR1,OTHER,0.999968,0.000027,0.000005,,,
NP_114068,4077,NBR1,OTHER,0.999968,0.000027,0.000005,,,
NP_5890,4077,NBR1,OTHER,0.999968,0.000027,0.000005,,,
NP_694551,162417,NAGS,mTP,0.175969,0.003344,0.820686,CS pos: 49-50. RRL-ST. Pr: 0.5530,49,0.553
NP_57100,51629,SLC25A39,OTHER,0.999811,0.000146,0.000043,,,
NP_1137252,51629,SLC25A39,OTHER,0.999812,0.000148,0.00004,,,
NP_683685,124995,MRPL10,OTHER,0.972324,0.000013,0.027663,,,
NP_660298,124995,MRPL10,mTP,0.016523,0.000004,0.983473,CS pos: 28-29. VRY-GS. Pr: 0.5909,28,0.5909
NP_60599,55163,PNPO,mTP,0.398642,0.003068,0.59829,CS pos: 29-30. GRS-AA. Pr: 0.2938,29,0.2938
NP_1002027,516,ATP5MC1,mTP,0.034843,0.001973,0.963184,CS pos: 61-62. VSR-DI. Pr: 0.4516,61,0.4516
NP_5166,516,ATP5MC1,mTP,0.034843,0.001973,0.963184,CS pos: 61-62. VSR-DI. Pr: 0.4516,61,0.4516
NP_2625,5245,PHB,OTHER,0.854571,0.135961,0.009468,,,
NP_1268425,5245,PHB,OTHER,0.854571,0.135961,0.009468,,,
NP_1268644,5245,PHB,OTHER,0.854571,0.135961,0.009468,,,
NP_1268426,5245,PHB,OTHER,0.800183,0.186631,0.013187,,,
NP_2602,5164,PDK2,SP,0.343771,0.533945,0.122284,CS pos: 14-15. SLA-GA. Pr: 0.5178,14,0.5178
NP_1186829,5164,PDK2,SP,0.41546,0.497702,0.086839,CS pos: 14-15. SLA-GA. Pr: 0.5178,14,0.5178
NP_1186828,5164,PDK2,OTHER,0.999503,0.000225,0.000273,,,
NP_1186827,5164,PDK2,OTHER,0.999503,0.000225,0.000273,,,
NP_57588,51264,MRPL27,mTP,0.000299,0.00001,0.999691,CS pos: 30-31. VRY-AS. Pr: 0.8831,30,0.8831
NP_1275898,80221,ACSF2,mTP,0.033547,0.000539,0.965914,CS pos: 42-43. RFL-SS. Pr: 0.3546,42,0.3546
NP_1275899,80221,ACSF2,mTP,0.033335,0.000434,0.966231,CS pos: 42-43. RFL-SS. Pr: 0.3546,42,0.3546
NP_1275897,80221,ACSF2,mTP,0.040158,0.000505,0.959336,CS pos: 61-62. SSF-TA. Pr: 0.3045,61,0.3045
NP_79425,80221,ACSF2,mTP,0.029162,0.000828,0.97001,CS pos: 42-43. RFL-SS. Pr: 0.3551,42,0.3551
NP_1275901,80221,ACSF2,OTHER,0.999496,0.000277,0.000227,,,
NP_60816,55316,RSAD1,OTHER,0.946641,0.000154,0.053204,,,
NP_1275900,80221,ACSF2,OTHER,0.999496,0.000277,0.000227,,,
NP_1156334,1353,COX11,mTP,0.420653,0.025495,0.553852,CS pos: 28-29. TRA-AE. Pr: 0.3796,28,0.3796
NP_1156333,1353,COX11,mTP,0.420653,0.025495,0.553852,CS pos: 28-29. TRA-AE. Pr: 0.3796,28,0.3796
NP_4366,1353,COX11,mTP,0.420653,0.025495,0.553852,CS pos: 28-29. TRA-AE. Pr: 0.3796,28,0.3796
NP_57154,51649,MRPS23,OTHER,0.977025,0.000136,0.02284,,,
NP_1185642,5414,SEPTIN4,OTHER,0.999888,0.000104,0.000008,,,
NP_536341,5414,SEPTIN4,OTHER,0.999433,0.000489,0.000078,,,
